Revenue,Expenses,Profit,Assets,Liabilities,Debt_Ratio,Market_Cap,Share_Price,Industry,Region,Company_Size,Listing_Status
312698.73,75832.6,236866.13,107634.8,25181.35,0.23,11497634.12,116.11,Technology,Africa,Small,Listed
366444.09,195816.65,170627.44,1098194.69,372439.66,0.34,11374535.59,161.88,Technology,Asia,Small,Private
558438.55,411341.64,147096.91,525594.95,439579.96,0.84,11880496.45,130.97,Healthcare,Asia,Medium,Listed
462534.2,289731.19,172803.01,966760.19,680781.23,0.7,3838527.68,144.47,Finance,South America,Large,Private
52353.75,-245329.09,297682.84,854863.98,586864.6,0.69,12384292.68,88.7,Finance,Asia,Small,Private
75859.97,-138224.83,214084.8,570393.61,264727.17,0.46,3704228.5,72.08,Manufacturing,Africa,Medium,Private
378626.96,72304.87,306322.09,1356250.87,897687.87,0.66,13450833.85,222.79,Retail,Africa,Small,Private
591537.32,397547.24,193990.08,887416.04,490370.36,0.55,12169232.74,89.69,Manufacturing,North America,Medium,Private
-49500.97,-236560.29,187059.32,1021708.63,160583.68,0.16,8350231.15,92.01,Technology,Asia,Large,Listed
400053.96,203756.79,196297.17,1234562.5,692862.29,0.56,12123980.68,119.38,Healthcare,South America,Large,Private
394750.43,199359.13,195391.3,1115400.66,515089.6,0.46,5265148.77,192.05,Manufacturing,Europe,Medium,Private
777667.56,616350.11,161317.45,1058000.05,202258.09,0.19,7206924.2,117.0,Technology,Asia,Large,Listed
422995.64,280438.05,142557.59,670323.21,251647.39,0.38,15820009.61,141.96,Finance,Europe,Medium,Listed
576597.8,351530.97,225066.83,555101.89,452873.16,0.82,15623104.57,104.32,Retail,Africa,Medium,Listed
528251.43,275506.39,252745.04,1063139.0,789871.86,0.74,4512272.78,207.49,Technology,Africa,Small,Listed
73886.7,-248362.37,322249.07,615233.8,511334.72,0.83,6904447.18,44.79,Healthcare,Africa,Small,Listed
653641.44,475327.09,178314.35,1317776.44,887738.28,0.67,7222698.09,161.42,Finance,North America,Medium,Listed
543079.3,360712.07,182367.23,948184.1,574640.27,0.61,10310299.14,246.1,Finance,South America,Large,Listed
601653.73,440215.19,161438.54,1259444.81,266234.16,0.21,9329512.46,135.97,Retail,North America,Medium,Private
1285247.54,1028961.17,256286.37,605691.15,112517.86,0.19,16459031.28,103.74,Manufacturing,Europe,Small,Listed
83177.41,-157571.96,240749.37,543520.75,161644.57,0.3,17669565.27,41.32,Healthcare,Africa,Medium,Listed
844939.33,688786.06,156153.27,1671549.25,587311.77,0.35,19016297.81,167.74,Healthcare,Africa,Medium,Private
442510.5,287620.4,154890.1,940212.52,550615.16,0.59,20797164.47,195.89,Manufacturing,North America,Small,Private
557465.78,309840.04,247625.74,1365286.5,1094751.25,0.8,2101191.23,206.26,Finance,Asia,Large,Private
490897.55,271737.74,219159.81,435231.84,353662.64,0.81,9055180.74,223.77,Technology,Europe,Medium,Private
415152.73,177233.29,237919.44,886788.69,572763.82,0.65,6530761.65,188.44,Manufacturing,North America,Medium,Listed
386033.41,230171.83,155861.58,1520944.35,850407.4,0.56,5510916.53,68.79,Manufacturing,North America,Small,Private
565901.75,459787.99,106113.76,374150.86,110565.66,0.3,17043837.38,210.33,Healthcare,Asia,Medium,Listed
196565.26,40313.51,156251.75,1910126.18,1624286.49,0.85,12103791.01,107.74,Finance,Africa,Small,Private
650115.83,415727.49,234388.34,1081015.51,688488.25,0.64,2054300.62,129.68,Retail,Asia,Medium,Private
416761.12,111208.22,305552.9,672426.06,354211.02,0.53,22967511.85,186.06,Technology,South America,Small,Listed
273986.13,95459.33,178526.8,1140779.49,208950.99,0.18,922929.26,167.07,Healthcare,North America,Small,Listed
409997.43,96204.64,313792.79,1443654.28,1098197.41,0.76,8230544.99,107.28,Manufacturing,Europe,Small,Listed
751429.84,509938.85,241490.99,669775.83,253974.92,0.38,10439077.24,168.48,Retail,Asia,Medium,Private
392932.98,262584.6,130348.38,727188.47,596635.85,0.82,4342736.32,14.01,Manufacturing,Europe,Large,Private
571690.72,360989.03,210701.69,1099652.02,258123.4,0.23,12750648.21,194.07,Finance,Europe,Small,Private
353808.74,110610.03,243198.71,1185208.32,164597.02,0.14,6911879.95,126.06,Technology,South America,Medium,Listed
651584.37,572858.51,78725.86,920624.98,412239.73,0.45,14115033.01,249.15,Healthcare,Asia,Medium,Listed
637101.55,404878.99,232222.56,1160935.89,188817.59,0.16,11994782.42,133.27,Technology,Europe,Small,Listed
869721.77,611085.71,258636.06,1341419.69,200464.94,0.15,-2521192.55,211.28,Manufacturing,Africa,Large,Private
464887.21,244943.8,219943.41,1069323.09,717500.61,0.67,2248524.95,195.71,Finance,North America,Medium,Listed
633730.96,436817.02,196913.94,723409.93,221291.48,0.31,14243666.69,189.46,Technology,Europe,Small,Listed
519613.51,328259.84,191353.67,991625.22,605962.9,0.61,12020497.58,190.04,Healthcare,Asia,Large,Listed
759174.36,570740.48,188433.88,1702495.83,947721.74,0.56,4869959.72,174.8,Retail,North America,Small,Listed
356233.52,215032.51,141201.01,1133228.09,240926.77,0.21,6653571.85,182.34,Manufacturing,North America,Small,Private
649001.06,483377.25,165623.81,1496094.28,611338.88,0.41,9560574.42,187.09,Retail,North America,Large,Private
461060.54,281890.24,179170.3,794264.48,121404.21,0.15,-125597.48,136.91,Healthcare,South America,Small,Private
487162.36,281487.64,205674.72,1105056.39,483283.86,0.44,21357672.63,117.81,Healthcare,South America,Small,Listed
518350.5,346191.24,172159.26,1317726.02,324015.22,0.25,5098030.94,125.56,Healthcare,South America,Large,Private
550448.08,393904.54,156543.54,1599103.07,283117.1,0.18,10153945.97,134.47,Healthcare,Africa,Small,Listed
476754.19,238765.65,237988.54,1491035.49,527212.53,0.35,18353464.4,160.1,Manufacturing,Africa,Small,Private
542942.64,324411.94,218530.7,552293.08,56740.05,0.1,9079491.36,188.0,Manufacturing,Africa,Small,Listed
815623.61,642585.09,173038.52,1460740.95,1031597.48,0.71,11610097.43,153.88,Technology,South America,Large,Listed
697089.94,471776.02,225313.92,1674400.1,379330.27,0.23,5215168.35,197.54,Manufacturing,North America,Small,Listed
673830.92,496488.81,177342.11,770042.21,462540.78,0.6,7258485.88,150.7,Technology,Europe,Large,Private
408892.09,205738.84,203153.25,642213.21,491977.56,0.77,5374102.92,258.99,Technology,South America,Large,Private
322151.83,73399.63,248752.2,990226.15,825641.28,0.83,16398457.35,153.78,Finance,Africa,Large,Private
691060.11,521247.16,169812.95,1071799.08,585266.41,0.55,6663441.32,147.46,Technology,Europe,Large,Private
675209.36,533829.94,141379.42,859972.34,628319.06,0.73,6284340.24,116.66,Technology,Africa,Large,Private
794534.14,601790.87,192743.27,525306.07,243646.09,0.46,5693449.82,206.68,Healthcare,Asia,Large,Private
379203.87,247377.12,131826.75,1588962.41,781999.3,0.49,11912384.37,202.82,Healthcare,North America,Large,Private
454090.27,267962.7,186127.57,656015.72,352554.49,0.54,12907415.25,229.56,Healthcare,North America,Small,Listed
172103.17,-13864.96,185968.13,797228.97,507125.02,0.64,11075.59,215.37,Manufacturing,South America,Small,Private
421505.78,344689.99,76815.79,1043650.18,663692.54,0.64,10339136.03,152.29,Technology,North America,Small,Listed
699314.1,472782.34,226531.76,411007.96,299338.06,0.73,11507388.28,91.31,Finance,North America,Medium,Private
406700.92,215835.41,190865.51,380442.36,225813.54,0.59,17025508.52,159.42,Healthcare,Africa,Medium,Listed
628095.96,369001.14,259094.82,827325.72,666913.33,0.81,3881179.01,202.33,Finance,South America,Large,Listed
461899.38,251122.78,210776.6,1330252.07,887795.41,0.67,4393870.91,146.37,Finance,South America,Medium,Private
564811.41,328030.98,236780.43,1075201.41,906569.12,0.84,13207675.91,128.57,Healthcare,Asia,Large,Private
270461.72,10959.78,259501.94,176241.62,123430.72,0.7,9694492.62,134.76,Manufacturing,Europe,Medium,Listed
517041.89,323627.74,193414.15,1555793.4,1074996.42,0.69,16893727.76,213.84,Finance,Africa,Large,Private
-98227.19,-298186.03,199958.84,1318963.75,1039762.55,0.79,15506503.3,132.45,Manufacturing,South America,Medium,Private
462620.77,341297.93,121322.84,1076405.53,672374.71,0.62,11396625.78,184.43,Retail,Asia,Medium,Private
173905.35,-88071.54,261976.89,1065677.63,259663.28,0.24,9668564.5,195.45,Manufacturing,Africa,Medium,Private
741198.9,548483.77,192715.13,1269366.49,211190.43,0.17,9212848.36,179.44,Retail,Africa,Large,Listed
655481.47,505768.0,149713.47,1930527.54,680821.58,0.35,9850078.35,118.02,Technology,Africa,Large,Private
593334.2,356348.08,236986.12,1352209.68,1016205.99,0.75,10304060.81,136.27,Healthcare,Europe,Large,Private
804201.25,713190.31,91010.94,1118467.02,131270.32,0.12,17106861.76,70.6,Manufacturing,North America,Small,Private
310216.7,131680.41,178536.29,509159.59,112031.25,0.22,-185181.73,131.04,Healthcare,Africa,Small,Private
849472.64,604057.09,245415.55,1065807.61,197059.99,0.18,7902721.98,63.41,Manufacturing,South America,Medium,Listed
686438.31,508324.4,178113.91,1309324.87,169871.78,0.13,11023949.22,201.54,Technology,Europe,Small,Listed
452688.94,288585.04,164103.9,953926.35,713753.52,0.75,6985888.41,85.86,Technology,Europe,Small,Listed
727124.03,547931.77,179192.26,790885.8,255984.96,0.32,8569521.69,96.54,Retail,Asia,Medium,Private
278741.3,179237.76,99503.54,1221458.31,834428.05,0.68,7794112.54,135.31,Healthcare,North America,Medium,Listed
335097.17,99323.25,235773.92,604776.97,129137.84,0.21,16516496.9,123.25,Finance,South America,Large,Private
378282.06,184426.36,193855.7,1347185.47,575446.21,0.43,7884349.95,247.43,Retail,South America,Large,Private
394204.46,207820.69,186383.77,825774.62,159516.93,0.19,6395707.67,209.05,Retail,Europe,Large,Private
288688.47,102121.9,186566.57,151014.78,15401.14,0.1,13902602.71,138.05,Technology,Europe,Large,Listed
744616.61,543912.62,200703.99,818098.41,483111.48,0.59,7325708.8,228.05,Technology,Africa,Medium,Listed
448229.12,215557.25,232671.87,977150.1,473708.24,0.48,9158407.1,172.17,Finance,South America,Small,Listed
570500.99,373104.17,197396.82,1220997.54,529069.22,0.43,4466293.04,148.41,Retail,North America,Large,Private
385929.73,254011.56,131918.17,1174820.48,191410.74,0.16,7971047.73,104.19,Healthcare,Europe,Small,Listed
135879.34,-92896.47,228775.81,483819.77,276050.07,0.57,9825700.62,119.91,Retail,Asia,Medium,Listed
554011.47,329082.99,224928.48,1048837.61,759359.3,0.72,3675479.07,259.25,Technology,South America,Medium,Private
117549.0,-92727.35,210276.35,786397.98,120944.53,0.15,9499464.56,173.59,Technology,North America,Small,Private
486273.19,232511.12,253762.07,855911.49,368698.14,0.43,12566249.73,138.12,Manufacturing,North America,Small,Listed
226336.99,24818.06,201518.93,600707.16,209794.08,0.35,42220.97,153.87,Healthcare,Africa,Large,Listed
897455.2,641886.4,255568.8,979637.2,796936.15,0.81,6738628.03,156.91,Retail,South America,Medium,Private
682272.54,411911.99,270360.55,2252973.88,698702.69,0.31,22770013.8,147.42,Retail,Europe,Medium,Listed
521150.76,292035.12,229115.64,1742576.93,1490643.06,0.86,8977191.71,27.06,Finance,North America,Large,Listed
752741.34,590138.02,162603.32,600517.73,458028.05,0.76,15693840.64,192.42,Healthcare,North America,Large,Listed
330736.8,137276.09,193460.71,1026377.73,184878.45,0.18,9862035.22,239.11,Technology,North America,Medium,Listed
608695.88,346753.08,261942.8,874405.76,423658.5,0.48,8350175.47,164.34,Healthcare,South America,Small,Private
539962.09,414843.48,125118.61,1056810.66,654378.41,0.62,14666774.88,172.52,Healthcare,North America,Small,Listed
552804.02,372401.7,180402.32,1366523.64,785009.63,0.57,15985462.4,108.81,Finance,South America,Large,Listed
754470.7,571618.94,182851.76,948271.02,610102.64,0.64,5538353.55,130.89,Finance,Asia,Large,Private
646498.42,489758.95,156739.47,715107.57,315394.74,0.44,4511640.58,168.97,Manufacturing,South America,Small,Listed
557744.73,314100.78,243643.95,1462593.62,1204876.12,0.82,3158437.46,158.84,Technology,Europe,Medium,Listed
169022.51,-49818.24,218840.75,506387.1,160164.51,0.32,5608857.24,141.26,Finance,North America,Large,Listed
307990.74,143543.66,164447.08,1075721.54,188553.18,0.18,15681241.58,202.62,Technology,Europe,Large,Listed
475458.21,245182.56,230275.65,405558.78,357856.6,0.88,10155963.65,158.92,Finance,Europe,Large,Private
518674.47,326595.28,192079.19,589570.74,366457.75,0.62,15919983.39,178.41,Manufacturing,North America,Small,Private
273959.26,118468.99,155490.27,1297915.51,814257.72,0.63,4832806.42,123.65,Retail,North America,Small,Private
982335.34,817981.26,164354.08,728243.43,549111.06,0.75,4985136.75,193.33,Manufacturing,South America,Large,Listed
803278.81,581476.26,221802.55,249375.32,109015.21,0.44,8037846.23,98.25,Healthcare,Asia,Medium,Private
620423.66,373473.17,246950.49,710923.82,290759.63,0.41,11484311.5,150.0,Finance,North America,Medium,Private
514407.37,338745.78,175661.59,668091.61,574101.81,0.86,9300677.43,168.52,Healthcare,North America,Small,Private
457558.21,230336.14,227222.07,495053.69,202687.4,0.41,13489586.29,129.15,Healthcare,Europe,Medium,Private
309616.31,30528.6,279087.71,1220034.69,198600.02,0.16,12071858.55,152.13,Manufacturing,Asia,Small,Listed
515496.1,378439.63,137056.47,381274.93,132021.63,0.35,12437705.48,184.14,Retail,North America,Medium,Private
551550.51,333767.02,217783.49,764825.01,610967.51,0.8,13424415.13,184.96,Manufacturing,South America,Large,Listed
251647.88,10115.1,241532.78,1053363.14,185358.25,0.18,15481565.85,148.88,Finance,Europe,Small,Listed
566835.28,371592.77,195242.51,862884.04,581035.25,0.67,-2301403.88,129.68,Retail,Africa,Large,Listed
468948.19,207034.03,261914.16,838323.75,262496.69,0.31,9938236.23,171.21,Healthcare,South America,Large,Private
118438.49,-191503.36,309941.85,710917.55,495236.75,0.7,14213555.48,255.24,Healthcare,Europe,Medium,Private
327923.0,110755.23,217167.77,512485.35,262209.83,0.51,22619435.08,179.02,Technology,South America,Large,Private
417278.89,228958.38,188320.51,745295.67,454079.27,0.61,9499342.53,234.81,Technology,North America,Medium,Listed
877537.53,628688.39,248849.14,1263023.76,372032.48,0.29,-988021.97,160.98,Healthcare,Europe,Small,Listed
611310.62,369207.18,242103.44,826381.93,193782.34,0.23,17126736.78,166.07,Healthcare,Europe,Medium,Listed
232903.69,158845.24,74058.45,1066768.35,160705.24,0.15,3912412.84,37.6,Retail,North America,Large,Listed
597207.26,397344.04,199863.22,1446847.22,1100271.51,0.76,12303098.45,141.71,Technology,North America,Medium,Listed
190539.2,10269.17,180270.03,1239921.65,828748.36,0.67,12689512.83,199.45,Manufacturing,Asia,Medium,Private
716538.21,496702.93,219835.28,489488.06,163822.7,0.33,10630770.47,163.83,Healthcare,Europe,Large,Private
405775.07,215457.98,190317.09,1179183.95,907418.24,0.77,-667931.44,145.84,Manufacturing,Africa,Medium,Listed
481272.76,285531.56,195741.2,1419067.81,1088364.46,0.77,8184269.0,152.64,Retail,South America,Small,Private
765159.33,608319.97,156839.36,767120.3,161254.3,0.21,2152360.93,237.58,Finance,Asia,Large,Private
242567.29,5840.83,236726.46,365750.34,245400.17,0.67,12268664.37,118.45,Healthcare,Europe,Large,Listed
220576.36,-62175.75,282752.11,823721.77,274979.35,0.33,5574348.74,201.58,Retail,Africa,Large,Private
383280.13,225663.73,157616.4,1075222.28,509388.17,0.47,-620686.69,231.41,Healthcare,Africa,Large,Private
707675.77,577528.52,130147.25,1236963.2,549354.96,0.44,13558104.81,184.47,Retail,North America,Small,Private
196130.78,-4869.38,201000.16,791701.48,459303.24,0.58,3663202.87,105.87,Finance,Europe,Large,Private
-66431.12,-264998.34,198567.22,185804.62,70179.45,0.38,10673225.52,181.33,Healthcare,South America,Medium,Private
409768.23,151221.59,258546.64,489436.63,77626.2,0.16,6315364.51,177.13,Healthcare,Africa,Large,Listed
610348.16,471807.91,138540.25,1143968.37,729989.24,0.64,14339529.35,226.75,Finance,South America,Large,Private
740052.35,566950.11,173102.24,1796269.88,1559982.73,0.87,14130991.34,142.26,Retail,South America,Medium,Listed
407367.73,314752.89,92614.84,991221.44,628726.0,0.63,11189698.19,42.83,Healthcare,Africa,Medium,Private
417714.68,148965.5,268749.18,1525150.92,810898.71,0.53,9462827.45,101.69,Retail,South America,Large,Listed
730780.15,518252.92,212527.23,577217.93,133278.02,0.23,7796142.66,140.71,Finance,Asia,Small,Listed
126051.66,-50776.69,176828.35,740944.48,444672.09,0.6,3975216.1,150.73,Finance,Asia,Small,Private
422295.84,288409.41,133886.43,63886.22,37620.65,0.59,7059213.41,190.36,Retail,Europe,Medium,Listed
538084.78,399608.58,138476.2,1147858.97,682978.96,0.6,12391951.86,145.25,Retail,Africa,Large,Listed
589843.74,369130.4,220713.34,642550.11,522939.7,0.81,19773008.38,123.05,Retail,North America,Medium,Listed
398038.66,253409.91,144628.75,1239640.41,834347.48,0.67,12854615.5,109.26,Finance,Africa,Medium,Listed
506888.2,301687.93,205200.27,799073.56,580702.65,0.73,13575054.13,142.17,Finance,South America,Large,Listed
2334.53,-299812.71,302147.24,1808725.2,634267.69,0.35,9460919.36,158.85,Retail,Asia,Large,Private
368350.32,185729.7,182620.62,1717280.66,543175.89,0.32,12631336.15,162.9,Retail,South America,Medium,Listed
590701.74,438773.96,151927.78,78651.71,20876.11,0.27,-739262.34,184.12,Retail,North America,Small,Listed
303541.19,84440.83,219100.36,1236484.33,893603.17,0.72,6390561.39,164.38,Healthcare,Europe,Small,Listed
511796.84,373086.43,138710.41,702680.74,462975.81,0.66,13518340.97,74.81,Finance,North America,Small,Private
589374.5,303375.27,285999.23,1258754.62,470365.35,0.37,13607996.27,83.43,Healthcare,North America,Medium,Private
431490.16,161309.18,270180.98,462501.35,98459.53,0.21,7283258.5,130.4,Finance,Africa,Small,Private
534092.75,342301.33,191791.42,1576493.55,1225461.79,0.78,3458147.23,132.26,Manufacturing,Europe,Medium,Listed
307453.49,152318.15,155135.34,1412276.92,575393.24,0.41,9645018.09,221.52,Healthcare,Asia,Large,Private
458677.74,279966.23,178711.51,434499.08,109406.6,0.25,7827740.67,106.44,Retail,Asia,Medium,Private
622043.23,436826.51,185216.72,927475.75,199897.45,0.22,14703073.37,176.96,Finance,South America,Small,Listed
531394.59,312216.23,219178.36,1064958.42,890032.49,0.84,13516524.82,230.49,Manufacturing,Africa,Small,Listed
382693.75,130712.13,251981.62,1287727.31,262864.55,0.2,17745078.78,184.51,Retail,Africa,Medium,Private
544843.28,396668.91,148174.37,995220.75,385885.66,0.39,15552279.63,198.41,Finance,North America,Small,Listed
642921.96,392376.48,250545.48,1314548.87,796292.18,0.61,8629479.0,223.4,Technology,Europe,Medium,Private
90011.74,-140872.54,230884.28,971693.6,414389.47,0.43,11743218.45,171.9,Technology,Africa,Small,Private
731814.81,557204.28,174610.53,1244708.91,599910.33,0.48,20172061.63,191.13,Manufacturing,Asia,Large,Private
